,Site - Sales Organization (Code),Site - Sales Organization (Text),Site No,Site Name,EDI Number,Street Name,Town,State,Post Code,Store Mgr,Telephone,Fax Number,Store opened,Liquor License,Address,Location,Point
1001,1005,Woolworths Smkt,5604,Alice Springs,9300633056049,36-38 Hartley Street,Alice Springs,Northern Territory,0870,Manager TBA,08 8958 6575,,20.10.1987,,"36-38 Hartley Street, Alice Springs, Northern Territory 0870 Australia","36-38 Hartley St, Alice Springs, Northern Territory, 0870","(-23.699470010446134, 133.88085396675433, 0.0)"
1002,1005,Woolworths Smkt,5606,Seaford Meadows,9300633056063,Cnr Grand Boulevard and Prow Drive,Seaford Meadows,South Australia,5169,,08 8383 5197,,26.03.2014,,"Cnr Grand Boulevard and Prow Drive, Seaford Meadows, South Australia 5169 Australia","Grand Blvd & Prow Dr, Seaford Meadows, Adelaide, South Australia, 5169","(-35.17307498966021, 138.48261499241116, 0.0)"
1003,1005,Woolworths Smkt,5608,Renmark,9300633056087,"Renmark S/centre, Renmark Avenue",Renmark,South Australia,5341,Travis Mckenzie,08 8580 4202,,10.11.2007,,"Renmark S/centre, Renmark Avenue, Renmark, South Australia 5341 Australia","Renmark Ave, Renmark, South Australia, 5341","(-34.181091168533946, 140.737606355142, 0.0)"
1004,1005,Woolworths Smkt,5610,Kadina,9300633056100,1 Forster Street,Kadina,South Australia,5554,Neil Sawley,08 8828 3000,,10.09.1970,,"1 Forster Street, Kadina, South Australia 5554 Australia","1 Forster St, Kadina, South Australia, 5554","(-33.964298541641, 137.71484192354364, 0.0)"
1005,1005,Woolworths Smkt,5611,Parabanks,9300633056117,68-84 John St,Salisbury,South Australia,5108,Steve Haynes,08 8259 3711,,12.06.1974,,"68-84 John St, Salisbury, South Australia 5108 Australia","68-84 John St, Salisbury, Adelaide, South Australia, 5108","(-34.760376333613124, 138.64604563389253, 0.0)"
1006,1005,Woolworths Smkt,5612,Para Hills,9300633056124,2 Wilkinson Rd,Para Hills,South Australia,5096,Jacky Parker,08 8314 5429,,08.12.1960,,"2 Wilkinson Rd, Para Hills, South Australia 5096 Australia","2 Wilkinson Rd, Para Hills, Adelaide, South Australia, 5096","(-34.810199246187786, 138.65312306147678, 0.0)"
1007,1005,Woolworths Smkt,5613,Paralowie,9300633056131,Cnr Byron Bay Drive and Whites Road,Paralowie,South Australia,5108,Mike Marshall,08 8259 3714,,28.11.1995,,"Cnr Byron Bay Drive and Whites Road, Paralowie, South Australia 5108 Australia","Byron Bay Dr & Whites Rd, Paralowie, Adelaide, South Australia, 5108","(-34.76430998172812, 138.60795998415347, 0.0)"
1008,1005,Woolworths Smkt,5615,Gove,9300633056155,81 Chesterfield Cct,Nhulunbuy,Northern Territory,0880,Leon Nicholls,08 8965 2000,,29.01.1982,,"81 Chesterfield Cct, Nhulunbuy, Northern Territory 0880 Australia","81 Chesterfield Cct, Nhulunbuy, Northern Territory, 0880","(-12.184041618455225, 136.78680154345312, 0.0)"
1009,1005,Woolworths Smkt,5616,Marryatville,9300633056162,Cnr Kensington Rd and Tusmore Avenue,Marryatville,South Australia,5068,Anthony Sharpe-hall,08 8314 5432,,06.12.2004,,"Cnr Kensington Rd and Tusmore Avenue, Marryatville, South Australia 5068 Australia","Kensington Rd & Tusmore Ave, Kensington Park, Adelaide, South Australia, 5068","(-34.92643000787424, 138.65106999811303, 0.0)"
1010,1005,Woolworths Smkt,5617,Gawler,9300633056179,2 Commercial Lane,Gawler,South Australia,5118,Steve Vale,08 8525 7002,,16.09.2002,50401816,"2 Commercial Lane, Gawler, South Australia 5118 Australia","2 Commercial Lane, Gawler, South Australia, 5118","(-34.5977757520032, 138.74776790791555, 0.0)"
1011,1005,Woolworths Smkt,5618,Casuarina,9300633056186,247 Trower Road,Casuarina,Northern Territory,0810,Sam Bruggy,08 8995 9302,,05.11.1997,,"247 Trower Road, Casuarina, Northern Territory 0810 Australia","247 Trower Rd, Casuarina, Darwin, Northern Territory, 0810","(-12.374605989258086, 130.88170499116262, 0.0)"
1012,1005,Woolworths Smkt,5619,Unley,9300633056193,204 Unley Road,Unley,South Australia,5061,Loris Tesolin,08 8314 5435,,30.03.1993,,"204 Unley Road, Unley, South Australia 5061 Australia","204 Unley Rd, Unley, Adelaide, South Australia, 5061","(-34.9508568015652, 138.60707690874443, 0.0)"
1013,1005,Woolworths Smkt,5621,Golden Grove,9300633056216,Cnr The Golden Way and The Grove Way,Golden Grove,South Australia,5125,Damien Smith,08 8259 3717,,07.04.1992,,"Cnr The Golden Way and The Grove Way, Golden Grove, South Australia 5125 Australia","The Golden Way & The Grove Way, Golden Grove, Adelaide, South Australia, 5125","(-34.79039000104665, 138.6973400314792, 0.0)"
1014,1005,Woolworths Smkt,5622,Woodcroft,9300633056223,Cnr Pimpala and Odessa Drive,Woodcroft,South Australia,5162,Greg Arnold,08 8383 5158,,01.12.1997,,"Cnr Pimpala and Odessa Drive, Woodcroft, South Australia 5162 Australia","Pimpala Rd & Odessa Dr, Woodcroft, Adelaide, South Australia, 5162","(-35.10369500150145, 138.55338499348304, 0.0)"
1015,1005,Woolworths Smkt,5623,West Lakes,9300633056230,111 West Lakes Bvd,West Lakes,South Australia,5021,Jonathan Wellesley-davies,08 8314 5438,,26.07.1982,,"111 West Lakes Bvd, West Lakes, South Australia 5021 Australia","111 West Lakes Bvd, West Lakes, Adelaide, South Australia, 5021","(-34.87943359877888, 138.49140102904823, 0.0)"
1016,1005,Woolworths Smkt,5626,Hilton,9300633056261,160 Sir Donald Bradman Dr,Hilton,South Australia,5033,Adrian Benz,08 8314 5441,,22.06.1998,,"160 Sir Donald Bradman Dr, Hilton, South Australia 5033 Australia","160 Sir Donald Bradman Dr, Hilton, Adelaide, South Australia, 5033","(-34.93159707399625, 138.5618492488572, 0.0)"
1017,1005,Woolworths Smkt,5630,Mitcham,9300633056308,"Mitcham S/centre, 119 Belair Road",Torrens Park,South Australia,5062,David Mccarthy,08 8314 5447,,29.11.1962,,"Mitcham S/centre, 119 Belair Road, Torrens Park, South Australia 5062 Australia","119 Belair Rd, Torrens Park, Adelaide, South Australia, 5062","(-34.975132720999014, 138.61034132475515, 0.0)"
1018,1005,Woolworths Smkt,5631,Findon,9300633056315,186 Findon Road,Findon,South Australia,5023,Scott Dymott,08 8314 5450,,23.11.1961,,"186 Findon Road, Findon, South Australia 5023 Australia","186 Findon Rd, Findon, Adelaide, South Australia, 5023","(-34.894734679206614, 138.53091357207433, 0.0)"
1019,1005,Woolworths Smkt,5632,Golden Grove (The Stables),9300633056322,1495 Golden Gr Rd,Golden Grove,South Australia,5125,,08 8259 3734,,15.04.2015,,"1495 Golden Gr Rd, Golden Grove, South Australia 5125 Australia","1495 Golden Gr Rd, Golden Grove, Adelaide, South Australia, 5125","(-34.77351291327435, 138.7277406075633, 0.0)"
1020,1005,Woolworths Smkt,5634,Mt Gambier,9300633056346,145 Commerical Street,Mount Gambier,South Australia,5290,Adam Fosdike,08 8726 4902,,27.08.1965,,"145 Commerical Street, Mount Gambier, South Australia 5290 Australia","145 Commercial St West, Mount Gambier, South Australia, 5290","(-37.82658057651789, 140.77412962949563, 0.0)"
1021,1005,Woolworths Smkt,5635,Whyalla Westlands,9300633056353,193-199 Nicolson Avenue,Whyalla,South Australia,5608,Todd Trezise,08 8649 9500,,20.09.1994,,"193-199 Nicolson Avenue, Whyalla, South Australia 5608 Australia","199 Nicolson Av, Whyalla Norrie, Whyalla, South Australia, 5608","(-33.02799779597111, 137.5408899400108, 0.0)"
1022,1005,Woolworths Smkt,5636,Katherine,9300633056360,5 Katherine Terrace,Katherine,Northern Territory,0850,Debra Huxley,08 8973 3100,,16.05.1998,,"5 Katherine Terrace, Katherine, Northern Territory 0850 Australia","5 Katherine Tce, Katherine, Northern Territory, 0850","(-14.465788991407393, 132.2650679537398, 0.0)"
1023,1005,Woolworths Smkt,5639,Marion,9300633056391,"Marion S/centre, 297 Diagonal Road",Oaklands Park,South Australia,5046,Kevin Mccarthy,08 8314 5453,,02.12.1996,,"Marion S/centre, 297 Diagonal Road, Oaklands Park, South Australia 5046 Australia","297 Diagonal Rd, Oaklands Park, Adelaide, South Australia, 5046","(-35.01595669659598, 138.54490196264578, 0.0)"
1024,1005,Woolworths Smkt,5640,Humpty Doo,9300633056407,2 Challoner Circuit,Humpty Doo,Northern Territory,0836,Marian Adams,08 8978 4000,,07.05.2001,,"2 Challoner Circuit, Humpty Doo, Northern Territory 0836 Australia","2 Challoner Cirt, Humpty Doo, Northern Territory, 0836","(-12.574589190877784, 131.10168752961266, 0.0)"
1025,1005,Woolworths Smkt,5642,Murray Bridge Marketplace,9300633056421,23-51 South Terrace Road,Murray Bridge,South Australia,5253,Leigh Bobridge,08 8534 3200,,03.11.2011,,"23-51 South Terrace Road, Murray Bridge, South Australia 5253 Australia","23-51 South Tce, Murray Bridge, South Australia, 5253","(-35.119091866127725, 139.27910353954837, 0.0)"
1026,1005,Woolworths Smkt,5644,Port Lincoln,9300633056445,27 Liverpool Street,Port Lincoln,South Australia,5606,David Durdin,08 8683 7800,,06.12.1962,,"27 Liverpool Street, Port Lincoln, South Australia 5606 Australia","27 Liverpool St, Port Lincoln, South Australia, 5606","(-34.72191052265554, 135.8591913226336, 0.0)"
1027,1005,Woolworths Smkt,5645,Modbury Heights,9300633056452,172 Ladywood Drive,Modbury Heights,South Australia,5092,Paul Gabell,08 8314 5459,,20.06.2005,,"172 Ladywood Drive, Modbury Heights, South Australia 5092 Australia","172 Ladywood Rd, Modbury Heights, Adelaide, South Australia, 5092","(-34.80960798673779, 138.68520890301335, 0.0)"
1028,1005,Woolworths Smkt,5646,Seaford,9300633056469,Cnr Commercial Road and The Parade,Seaford,South Australia,5169,Andrew Martin,08 8383 5161,,25.09.2006,,"Cnr Commercial Road and The Parade, Seaford, South Australia 5169 Australia","Commercial Rd & The Parade, Seaford, Adelaide, South Australia, 5169","(-35.19139001387702, 138.47755001786982, 0.0)"
1029,1005,Woolworths Smkt,5647,Millicent,9300633056476,34 Davenport Street,Millicent,South Australia,5280,Mark Laundy,08 8726 4950,,01.10.1970,,"34 Davenport Street, Millicent, South Australia 5280 Australia","34 Davenport St, Millicent, South Australia, 5280","(-37.59641489833427, 140.35334954054719, 0.0)"
1030,1005,Woolworths Smkt,5648,Kilkenny,9300633056483,470 Torrens Road,Kilkenny,South Australia,5009,Trevor Keen,08 8314 5462,,14.11.1963,,"470 Torrens Road, Kilkenny, South Australia 5009 Australia","470 Torrens Rd, Kilkenny, Adelaide, South Australia, 5009","(-34.874236315895914, 138.55016982115347, 0.0)"
1031,1005,Woolworths Smkt,5649,Roxby Downs,9300633056490,12 - 28 Richardson Pl,Roxby Downs,South Australia,5725,Lauren Webb,08 8678 5000,,09.08.2004,,"12 - 28 Richardson Pl, Roxby Downs, South Australia 5725 Australia","12-28 Richardson Pl, Roxby Downs, South Australia, 5725","(-30.56224480763182, 136.8983647585373, 0.0)"
1032,1005,Woolworths Smkt,5650,Blackwood,9300633056506,360 Shepherds Hill Road,Blackwood,South Australia,5051,Dwayne Ling,08 8314 5465,,09.04.1964,,"360 Shepherds Hill Road, Blackwood, South Australia 5051 Australia","360 Shepherds Hill Rd, Blackwood, Adelaide, South Australia, 5051","(-35.0218306505223, 138.6159796633832, 0.0)"
1033,1005,Woolworths Smkt,5652,Darwin City,9300633056520,Cnr Cavenagh and Whitfield Streets,Darwin,Northern Territory,0800,Angela Sims,08 8995 9308,,30.07.2005,,"Cnr Cavenagh and Whitfield Streets, Darwin, Northern Territory 0800 Australia","Cavenagh St & Whitfield St, Darwin City, Darwin, Northern Territory, 0800","(-12.459910000888584, 130.84039997814244, 0.0)"
1034,1005,Woolworths Smkt,5653,Victor Harbor,9300633056537,27 Torrens Road,Victor Harbor,South Australia,5211,Bruce Huxtable,08 8555 9302,,18.11.1986,,"27 Torrens Road, Victor Harbor, South Australia 5211 Australia","27 Torrens St, Victor Harbor, Victor Harbor - Goolwa, South Australia, 5211","(-35.55315094327235, 138.62029299075726, 0.0)"
1035,1005,Woolworths Smkt,5654,Tea Tree Plaza,9300633056544,976 North East Rd,Modbury,South Australia,5092,Larry Sullivan,08 8314 5468,,08.04.1986,,"976 North East Rd, Modbury, South Australia 5092 Australia","976 North East Rd, Modbury, Adelaide, South Australia, 5092","(-34.831491291910176, 138.69122300236074, 0.0)"
1036,1005,Woolworths Smkt,5657,Springbank Plaza,9300633056575,382-396 Watterloo Cnr Rd,Burton,South Australia,5110,Troy Lewis,08 8259 3720,,18.06.2007,,"382-396 Watterloo Cnr Rd, Burton, South Australia 5110 Australia","382-396 Waterloo Corner Rd, Burton, Adelaide, South Australia, 5110","(-34.74174608697265, 138.60522216120978, 0.0)"
1037,1005,Woolworths Smkt,5659,Leanyer,9300633056599,8 Leanyer Drive,Leanyer,Northern Territory,0812,Robert Albanesi,08 8995 9311,,28.06.1988,,"8 Leanyer Drive, Leanyer, Northern Territory 0812 Australia","8 Leanyer Dr, Leanyer, Darwin, Northern Territory, 0812","(-12.377680010338167, 130.89617802337563, 0.0)"
1038,1005,Woolworths Smkt,5660,Whyalla,9300633056605,18-30 Viscount Slim Avenue,Whyalla,South Australia,5608,Julie Clasohm,08 8649 9503,,27.08.1964,,"18-30 Viscount Slim Avenue, Whyalla, South Australia 5608 Australia","18-30 Viscount Slim Av, Whyalla Norrie, Whyalla, South Australia, 5608","(-33.02093717410273, 137.54158655998373, 0.0)"
1039,1005,Woolworths Smkt,5661,Aberfoyle Park,9300633056612,130-150 Hub Dr,Aberfoyle Park,South Australia,5159,Darren Watson,08 8314 5474,,20.10.2002,,"130-150 Hub Dr, Aberfoyle Park, South Australia 5159 Australia","130-150 Hub Dr, Aberfoyle Park, Adelaide, South Australia, 5159","(-35.07546812532259, 138.5928029467318, 0.0)"
1040,1005,Woolworths Smkt,5662,Broken Hill,9300633056629,"7 Westside Plaza, Galena Street",Broken Hill,New South Wales,2880,Karl Wilmore,08 8080 2602,,25.05.1982,,"7 Westside Plaza, Galena Street, Broken Hill, New South Wales 2880 Australia",Westside Plaza,"(-31.963019999999972, 141.4493500000001, 0.0)"
1041,1005,Woolworths Smkt,5664,Morphettvale,9300633056643,146 Main South Road,Morphett Vale,South Australia,5162,Bob Cooper,08 8383 5164,,01.11.1992,,"146 Main South Road, Morphett Vale, South Australia 5162 Australia","146 Main South Rd, Morphett Vale, Adelaide, South Australia, 5162","(-35.12313156627265, 138.52428298374838, 0.0)"
1042,1005,Woolworths Smkt,5665,Arkaba,9300633056650,180 Glen Osmond Rd,Fullarton,South Australia,5063,,08 8215 6906,,18.10.2010,,"180 Glen Osmond Rd, Fullarton, South Australia 5063 Australia","180 Glen Osmond Rd, Fullarton, Adelaide, South Australia, 5063","(-34.947893882611716, 138.62609108845987, 0.0)"
1043,1005,Woolworths Smkt,5668,Goolwa,9300633056681,Cnr Hutchinson and Coddington Streets,Goolwa,South Australia,5214,Shaun Durward,08 8555 6000,,12.01.2004,,"Cnr Hutchinson and Coddington Streets, Goolwa, South Australia 5214 Australia","Hutchinson St & Coddington St, Goolwa, South Australia, 5214","(-35.504900014728726, 138.77898001986506, 0.0)"
1044,1005,Woolworths Smkt,5670,Stirling,9300633056704,28 Mount Barker Rd,Stirling,South Australia,5152,Graham Manning,08 8314 5477,,14.04.1997,,"28 Mount Barker Rd, Stirling, South Australia 5152 Australia","28 Mount Barker Rd, Stirling, Crafers - Bridgewater, South Australia, 5152","(-35.00566376140605, 138.71654012180704, 0.0)"
1045,1005,Woolworths Smkt,5671,Waikerie,9300633056711,1 White St,Waikerie,South Australia,5330,Gavin Wilson,08 8542 2200,,26.08.2002,,"1 White St, Waikerie, South Australia 5330 Australia","1 White St, Waikerie, South Australia, 5330","(-34.178931086407474, 139.98729791491633, 0.0)"
1046,1005,Woolworths Smkt,5672,Hallett Cove,9300633056728,HalCove Shp Ctr 246 Lonsdale Rd,Hallett Cove,South Australia,5158,Leigh Bobridge,08 8383 5170,,29.06.2009,,"HalCove Shp Ctr 246 Lonsdale Rd, Hallett Cove, South Australia 5158 Australia","Lonsdale Rd, Hallett Cove, Adelaide, South Australia, 5158","(-35.08517051582513, 138.50770816030638, 0.0)"
1047,1005,Woolworths Smkt,5673,Centre Plaza,9300633056735,Cnr Fifteenth Street and Deakin Ave,Mildura,Victoria,3500,Jason Reed,03 5018 2200,,12.01.1998,,"Cnr Fifteenth Street and Deakin Ave, Mildura, Victoria 3500 Australia","Sixteenth St & Deakin Ave, Mildura, Victoria, 3500","(-34.21528000580859, 142.12584998557617, 0.0)"
1048,1005,Woolworths Smkt,5674,Mildura,9300633056742,95-103 Langtree Avenue,Mildura,Victoria,3500,Richard Madden,03 5018 2203,,12.01.1998,,"95-103 Langtree Avenue, Mildura, Victoria 3500 Australia","95-103 Langtree Av, Mildura, Victoria, 3500","(-34.18624580567062, 142.1586560840526, 0.0)"
1049,1005,Woolworths Smkt,5676,Coolalinga,9300633056766,Cnr Stuart Highway and Henning Road,Coolalinga,Northern Territory,0836,Dominic Devirgilio,08 8995 9314,,10.12.2001,,"Cnr Stuart Highway and Henning Road, Coolalinga, Northern Territory 0836 Australia","Stuart Hwy & Henning Rd, Coolalinga, Northern Territory, 0839","(-12.524950007221179, 131.04419002823727, 0.0)"
1050,1005,Woolworths Smkt,5677,Nightcliff,9300633056773,Dick Ward Drive,Coconut Grove,Northern Territory,0810,Wendy Dennien,08 8995 9317,,08.08.1998,,"Dick Ward Drive, Coconut Grove, Northern Territory 0810 Australia","Dick Ward Dr, Coconut Grove, Darwin, Northern Territory, 0810","(-12.397109351132498, 130.85231357985884, 0.0)"
1051,1005,Woolworths Smkt,5679,Colonnades,9300633056797,Cnr Burgess and Goldsmith Drives,Noarlunga,South Australia,5168,Chad Hamnett,08 8383 5173,,27.03.2006,,"Cnr Burgess and Goldsmith Drives, Noarlunga, South Australia 5168 Australia","Burgess Dr & Goldsmith Dr, Noarlunga Centre, Adelaide, South Australia, 5168","(-35.14353500452989, 138.49201001622342, 0.0)"
1052,1005,Woolworths Smkt,5680,Palmerston Gateway,9300633056803,Cnr Roystonea Ave Yarrawonga Rd,Palmerston,Northern Territory,0830,,(08) 8995 9328,,22.09.2017,,"Cnr Roystonea Ave Yarrawonga Rd, Palmerston, Northern Territory 0830 Australia","Roystonea Ave, Yarrawonga, Palmerston, Northern Territory, 0830","(-12.468189980121423, 130.97831002947794, 0.0)"
1053,1005,Woolworths Smkt,5681,Virginia,9300633056810,18 Old Port Wakefield Rd,Virginia,South Australia,5120,Kelvin Osborn,08 8259 3723,,05.06.2000,,"18 Old Port Wakefield Rd, Virginia, South Australia 5120 Australia","Old Port Wakefield Rd, Virginia, South Australia, 5120","(-34.6714089940413, 138.56201680381466, 0.0)"
1054,1005,Woolworths Smkt,5682,Mt Barker,9300633056827,5 Walker Street,Mt Barker,South Australia,5251,Geoff Jones,08 8188 7250,,26.05.2003,,"5 Walker Street, Mt Barker, South Australia 5251 Australia","5 Walker St, Mount Barker, South Australia, 5251","(-35.06510168084181, 138.85685242659264, 0.0)"
1055,1005,Woolworths Smkt,5684,Berri,9300633056841,Shop 2 and 4 /14-18 Vaughan Terrace,Berri,South Australia,5343,Darren Brown,08 8583 3300,,18.06.2001,,"Shop 2 and 4 /14-18 Vaughan Terrace, Berri, South Australia 5343 Australia","14 Vaughan Tce, Unit 2, Berri, South Australia, 5343","(-34.28594866967106, 140.60270847780754, 0.0)"
1056,1005,Woolworths Smkt,5685,Loxton,9300633056858,1 Martha Street,Loxton,South Australia,5333,Rose Rice,08 8580 6400,,18.06.2001,,"1 Martha Street, Loxton, South Australia 5333 Australia","1 Martha St, Loxton, South Australia, 5333","(-34.45115241895018, 140.57101633426316, 0.0)"
1057,1005,Woolworths Smkt,5686,Elizabeth Way,9300633056865,Elizabeth City Centre Elizabeth Way,Elizabeth,South Australia,5112,Jason Hamblen,08 8259 3726,,28.06.2004,,"Elizabeth City Centre Elizabeth Way, Elizabeth, South Australia 5112 Australia",Elizabeth City Centre,"(-34.719289999999944, 138.66686000000004, 0.0)"
1058,1005,Woolworths Smkt,5687,Northpark,9300633056872,264 Main North Road,Prospect,South Australia,5082,Graham Capper,08 8314 5483,,03.05.2004,,"264 Main North Road, Prospect, South Australia 5082 Australia","264 Main North Rd, Prospect, Adelaide, South Australia, 5082","(-34.87568508595027, 138.60089785354256, 0.0)"
1059,1005,Woolworths Smkt,5689,Northgate,9300633056896,Cnr Folland Avenue and Fosters Road,Northgate,South Australia,5085,Steve Graham,08 8314 5489,,26.11.2002,,"Cnr Folland Avenue and Fosters Road, Northgate, South Australia 5085 Australia","Folland Ave & Fosters Rd, Northgate, Adelaide, South Australia, 5085","(-34.85777999966302, 138.63606999564735, 0.0)"
1060,1005,Woolworths Smkt,5691,Karama,9300633056919,37 Kalymnos Drive,Karama,Northern Territory,0812,Robert Albanesi,08 8995 9320,,18.05.2011,,"37 Kalymnos Drive, Karama, Northern Territory 0812 Australia","37 Kalymnos Dr, Karama, Darwin, Northern Territory, 0812","(-12.40094402451112, 130.91569402763417, 0.0)"
1061,1005,Woolworths Smkt,5702,Clare Village Plaza,9300633057022,47 Old North Road and Wright Street,Clare,South Australia,5433,Peter Dowdell,08 8842 9400,,30.11.2004,,"47 Old North Road and Wright Street, Clare, South Australia 5433 Australia","Old North Rd & Wright St, Clare, South Australia, 5453","(-33.83195998325569, 138.61109997081155, 0.0)"
1062,1005,Woolworths Smkt,5731,Hollywood Plaza,9300633057312,155 Winzor St,Salisbury Downs,South Australia,5108,Peter Weissflog,08 8259 3729,,24.09.2001,,"155 Winzor St, Salisbury Downs, South Australia 5108 Australia","155 Winzor St, Salisbury Downs, Adelaide, South Australia, 5108","(-34.76660488395328, 138.62304024334207, 0.0)"
1063,1005,Woolworths Smkt,5736,Marden,9300633057367,9 Lower Portrush Road,Marden,South Australia,5070,Geoff Bahr,08 8215 6903,,01.07.2002,,"9 Lower Portrush Road, Marden, South Australia 5070 Australia","9 Lower Portrush Rd, Marden, Adelaide, South Australia, 5070","(-34.89610134851937, 138.63915503893008, 0.0)"
1064,1005,Woolworths Smkt,5739,Christies Beach,9300633057398,76 Beach Road,Christies Beach,South Australia,5165,Chris Mccombie,08 8383 5179,,12.08.2004,,"76 Beach Road, Christies Beach, South Australia 5165 Australia","76 Beach Rd, Christies Beach, Adelaide, South Australia, 5165","(-35.13961059746315, 138.4778258663033, 0.0)"
1065,1005,Woolworths Smkt,5781,Central West SA Divinex,9300633057817,599 Main North Road,Gepps Cross,South Australia,5094,,,, ,,"599 Main North Road, Gepps Cross, South Australia 5094 Australia","599 Main North Rd, Gepps Cross, Adelaide, South Australia, 5094","(-34.838581962901436, 138.61027913103356, 0.0)"
1066,1005,Woolworths Smkt,5798,Brighton,9300633057985,437-441 Brighton Road,Brighton,South Australia,5048,Richard Lewis,+61 8 82156938,,14.03.2019,,"437-441 Brighton Road, Brighton, South Australia 5048 Australia","441 Brighton Rd, Brighton, Adelaide, South Australia, 5048","(-35.01600791002438, 138.5221497893902, 0.0)"
1067,1005,Woolworths Smkt,5799,Mawson Lakes,9300633057992,9-15 Main St,Mawson Lakes,South Australia,5095,,08 8215 6915,,29.05.2013,,"9-15 Main St, Mawson Lakes, South Australia 5095 Australia","9-15 Main St, Mawson Lakes, Adelaide, South Australia, 5095","(-34.80957420766799, 138.61677083122396, 0.0)"
1068,1005,Woolworths Smkt,5862,MBS Fresh Food MWP,9300633058623,Cnr Anthony Dr and Cleopatra Dr,Rosemeadow,New South Wales,2560,,,, ,,"Cnr Anthony Dr and Cleopatra Dr, Rosemeadow, New South Wales 2560 Australia","Anthony Dr & Cleopatra Dr, Rosemeadow, Sydney, New South Wales, 2560","(-34.09750001695822, 150.79121001567285, 0.0)"
1069,1005,Woolworths Smkt,5863,Para Meadows Fresh Food MWP,9300633058630,56 Porter Street,North Wollongong,New South Wales,2500,,,, ,,"56 Porter Street, North Wollongong, New South Wales 2500 Australia","56 Porter St, North Wollongong, Wollongong, New South Wales, 2500","(-34.41116064060999, 150.88868157513843, 0.0)"
1070,1005,Woolworths Smkt,5864,Anson Fresh Food MWP,9300633058647,94 Anson Street,Orange,New South Wales,2800,,,, ,,"94 Anson Street, Orange, New South Wales 2800 Australia","94 Anson St, Orange, New South Wales, 2800","(-33.29647790794097, 149.09746165810964, 0.0)"
1071,1005,Woolworths Smkt,5870,Woden Fresh Food MWP,9300633058708,Dennison Street,Deakin,Aust Capital Terr,2600,,,, ,,"Dennison Street, Deakin, Aust Capital Terr 2600 Australia",Denison St,"(-35.31499999999994, 149.09737000000007, 0.0)"
1072,1005,Woolworths Smkt,5871,Clark Road Fresh Food MWP,9300633058715,Clarke Rd,Hornsby,New South Wales,2077,,,, ,,"Clarke Rd, Hornsby, New South Wales 2077 Australia","Clarke Rd, Hornsby, Sydney, New South Wales, 2077","(-33.71326310222844, 151.10060858821996, 0.0)"
1073,1005,Woolworths Smkt,5872,St Dominics Centre Fresh Food MWP,9300633058722,76 Havelock St,Mayfield,New South Wales,2304,,,, ,,"76 Havelock St, Mayfield, New South Wales 2304 Australia","76 Havelock St, Mayfield, Newcastle, New South Wales, 2304","(-32.89599556145072, 151.74349991220214, 0.0)"
1074,1005,Woolworths Smkt,5874,GS Kidd Memorial School Fresh Food MWP,9300633058746,37 Lincoln Street,Gunnedah,New South Wales,2380,,,, ,,"37 Lincoln Street, Gunnedah, New South Wales 2380 Australia","37 Lincoln St, Gunnedah, New South Wales, 2380","(-30.996610201428, 150.23570952482322, 0.0)"
1075,1005,Woolworths Smkt,5875,The Hills School Fresh Food MWP,9300633058753,Mary Street,Northmead,New South Wales,2152,,,, ,,"Mary Street, Northmead, New South Wales 2152 Australia","Mary St, Northmead, Sydney, New South Wales, 2152","(-33.77927412614744, 151.000689060754, 0.0)"
1076,1005,Woolworths Smkt,5876,Halinda Fresh Food MWP,9300633058760,Mimika Ave,Whalan,New South Wales,2770,,,, ,,"Mimika Ave, Whalan, New South Wales 2770 Australia","Mimika Ave, Whalan, Sydney, New South Wales, 2770","(-33.75908691916351, 150.8062069596346, 0.0)"
1077,1005,Woolworths Smkt,5877,Broderick Gillawarna School MWP,9300633058777,36/48 Victoria Street,Revesby,New South Wales,2212,,,, ,,"36/48 Victoria Street, Revesby, New South Wales 2212 Australia","36/48 Victoria St, Revesby, Sydney, New South Wales, 2212","(-33.94332085919721, 151.0164827997873, 0.0)"
1078,1005,Woolworths Smkt,5878,Omnia Chatswood Fresh Food MWP,9300633058784,1/13 Spring Street,Chatswood,New South Wales,2067,,,, ,,"1/13 Spring Street, Chatswood, New South Wales 2067 Australia","13 Spring St, L 1, Chatswood, Sydney, New South Wales, 2067","(-33.79640110013839, 151.18496349602236, 0.0)"
1079,1005,Woolworths Smkt,5879,Omnia Young Fresh Food MWP,9300633058791,2B Campbell St,Young,New South Wales,2594,,,, ,,"2B Campbell St, Young, New South Wales 2594 Australia","2B Campbell St, Young, New South Wales, 2594","(-34.31470379434279, 148.29436025037165, 0.0)"
1080,1005,Woolworths Smkt,5880,Ballarat Fresh Food MWP,9300633058807,25 Gillies Street N,Lake Gardens,Victoria,3355,,,, ,,"25 Gillies Street N, Lake Gardens, Victoria 3355 Australia","25 Gillies St North, Lake Gardens, Ballarat, Victoria, 3355","(-37.55359317993447, 143.81921386524067, 0.0)"
1081,1005,Woolworths Smkt,5881,Bullimbal Fresh Food MWP,9300633058814,8-36 Degance St,NSW,New South Wales,2340,,,, ,,"8-36 Degance St, NSW, New South Wales 2340 Australia","36 Degance St, South Tamworth, Tamworth, New South Wales, 2340","(-31.1065073875275, 150.92109581964144, 0.0)"
